# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-13 11:53:53 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01184000 CONNECTICUT RIVER AT THOMPSONVILLE, CT
# -----------------------------------------------------------------------------------
#
# Data provided for site 01184000
#            TS   parameter     statistic     Description
#         64671       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64671_00060_00003	64671_00060_00003_cd
USGS	01184000	2011-08-18	23100	A
USGS	01184000	2011-08-19	13700	A
USGS	01184000	2011-08-20	11400	A
USGS	01184000	2011-08-21	6160	A
USGS	01184000	2011-08-22	6600	A
USGS	01184000	2011-08-23	18200	A
USGS	01184000	2011-08-24	16100	A
USGS	01184000	2011-08-25	12500	A
USGS	01184000	2011-08-26	13100	A
USGS	01184000	2011-08-27	17300	A
USGS	01184000	2011-08-28	38100	A
USGS	01184000	2011-08-29	118000	A
USGS	01184000	2011-08-30	122000	A
USGS	01184000	2011-08-31	83100	A
USGS	01184000	2011-09-01	63600	A
USGS	01184000	2011-09-02	53100	A
USGS	01184000	2011-09-03	44100	A
USGS	01184000	2011-09-04	34700	A
USGS	01184000	2011-09-05	29900	A
USGS	01184000	2011-09-06	49700	A
USGS	01184000	2011-09-07	67400	A
USGS	01184000	2011-09-08	91800	A
USGS	01184000	2011-09-09	89600	A
USGS	01184000	2011-09-10	69600	A
USGS	01184000	2011-09-11	51600	A
USGS	01184000	2011-09-12	37400	A
USGS	01184000	2011-09-13	33100	A
USGS	01184000	2011-09-14	32500	A
USGS	01184000	2011-09-15	21000	A
USGS	01184000	2011-09-16	18400	A
USGS	01184000	2011-09-17	17800	A
USGS	01184000	2011-09-18	16300	A
USGS	01184000	2011-09-19	17400	A
USGS	01184000	2011-09-20	17500	A
USGS	01184000	2011-09-21	14500	A
USGS	01184000	2011-09-22	13700	A
USGS	01184000	2011-09-23	18100	A
USGS	01184000	2011-09-24	25900	A
USGS	01184000	2011-09-25	25300	A
USGS	01184000	2011-09-26	21900	A
USGS	01184000	2011-09-27	22200	A
USGS	01184000	2011-09-28	16900	A
USGS	01184000	2011-09-29	21200	A
USGS	01184000	2011-09-30	44800	A
USGS	01184000	2011-10-01	55500	A
USGS	01184000	2011-10-02	51700	A
USGS	01184000	2011-10-03	45400	A
USGS	01184000	2011-10-04	45300	A
USGS	01184000	2011-10-05	44200	A
USGS	01184000	2011-10-06	38600	A
USGS	01184000	2011-10-07	34400	A
USGS	01184000	2011-10-08	26900	A
USGS	01184000	2011-10-09	25800	A
USGS	01184000	2011-10-10	22000	A
USGS	01184000	2011-10-11	18100	A
USGS	01184000	2011-10-12	17400	A
USGS	01184000	2011-10-13	17400	A
USGS	01184000	2011-10-14	18400	A
USGS	01184000	2011-10-15	37200	A
USGS	01184000	2011-10-16	46600	A
USGS	01184000	2011-10-17	41200	A
USGS	01184000	2011-10-18	36800	A
USGS	01184000	2011-10-19	34000	A
USGS	01184000	2011-10-20	32000	A
USGS	01184000	2011-10-21	29700	A
USGS	01184000	2011-10-22	29700	A
USGS	01184000	2011-10-23	25500	A
USGS	01184000	2011-10-24	20200	A
USGS	01184000	2011-10-25	19700	A
USGS	01184000	2011-10-26	19700	A
USGS	01184000	2011-10-27	20000	A
USGS	01184000	2011-10-28	25200	A
USGS	01184000	2011-10-29	23100	A
USGS	01184000	2011-10-30	22200	A
USGS	01184000	2011-10-31	23100	A
USGS	01184000	2011-11-01	23900	A
USGS	01184000	2011-11-02	24200	A
USGS	01184000	2011-11-03	22000	A
USGS	01184000	2011-11-04	23000	A
USGS	01184000	2011-11-05	22400	A
USGS	01184000	2011-11-06	20900	A
USGS	01184000	2011-11-07	20000	A
USGS	01184000	2011-11-08	18200	A
USGS	01184000	2011-11-09	18300	A
USGS	01184000	2011-11-10	17700	A
USGS	01184000	2011-11-11	18300	A
USGS	01184000	2011-11-12	19500	A
USGS	01184000	2011-11-13	17200	A
USGS	01184000	2011-11-14	17000	A
USGS	01184000	2011-11-15	17100	A
USGS	01184000	2011-11-16	17300	A
USGS	01184000	2011-11-17	16200	A
USGS	01184000	2011-11-18	17200	A
USGS	01184000	2011-11-19	16400	A
USGS	01184000	2011-11-20	14000	A
USGS	01184000	2011-11-21	14200	A
USGS	01184000	2011-11-22	14200	A
USGS	01184000	2011-11-23	19800	A
USGS	01184000	2011-11-24	24100	A
USGS	01184000	2011-11-25	20100	A
USGS	01184000	2011-11-26	19200	A
USGS	01184000	2011-11-27	18700	A
USGS	01184000	2011-11-28	19100	A
USGS	01184000	2011-11-29	19200	A
USGS	01184000	2011-11-30	30700	A
USGS	01184000	2011-12-01	43600	A
USGS	01184000	2011-12-02	39400	A
USGS	01184000	2011-12-03	32300	A
USGS	01184000	2011-12-04	25500	A
USGS	01184000	2011-12-05	22000	A
USGS	01184000	2011-12-06	21200	A
USGS	01184000	2011-12-07	19600	A
USGS	01184000	2011-12-08	47100	A
USGS	01184000	2011-12-09	61700	A
USGS	01184000	2011-12-10	51400	A
USGS	01184000	2011-12-11	38400	A
USGS	01184000	2011-12-12	31300	A
USGS	01184000	2011-12-13	29400	A
USGS	01184000	2011-12-14	24700	A
USGS	01184000	2011-12-15	21500	A
USGS	01184000	2011-12-16	22000	A
USGS	01184000	2011-12-17	26500	A
USGS	01184000	2011-12-18	28800	A
USGS	01184000	2011-12-19	27400	A
USGS	01184000	2011-12-20	23500	A
USGS	01184000	2011-12-21	23700	A
USGS	01184000	2011-12-22	23100	A
USGS	01184000	2011-12-23	21500	A
USGS	01184000	2011-12-24	23100	A
USGS	01184000	2011-12-25	27800	A
USGS	01184000	2011-12-26	24000	A
USGS	01184000	2011-12-27	22900	A
USGS	01184000	2011-12-28	25700	A
USGS	01184000	2011-12-29	35200	A
USGS	01184000	2011-12-30	32500	A
USGS	01184000	2011-12-31	24200	A
USGS	01184000	2012-01-01	21500	A
USGS	01184000	2012-01-02	23100	A
USGS	01184000	2012-01-03	27500	A
USGS	01184000	2012-01-04	27700	A
USGS	01184000	2012-01-05	21600	A
USGS	01184000	2012-01-06	16700	A
USGS	01184000	2012-01-07	17900	A
USGS	01184000	2012-01-08	16400	A
USGS	01184000	2012-01-09	17400	A
USGS	01184000	2012-01-10	19400	A
USGS	01184000	2012-01-11	15200	A
USGS	01184000	2012-01-12	15600	A
USGS	01184000	2012-01-13	16500	A
USGS	01184000	2012-01-14	15000	A
USGS	01184000	2012-01-15	15700	A
USGS	01184000	2012-01-16	14600	A
USGS	01184000	2012-01-17	13500	A
USGS	01184000	2012-01-18	13500	A
USGS	01184000	2012-01-19	14200	A
USGS	01184000	2012-01-20	14400	A
USGS	01184000	2012-01-21	11700	A
USGS	01184000	2012-01-22	12600	A
USGS	01184000	2012-01-23	12200	A
USGS	01184000	2012-01-24	11700	A
USGS	01184000	2012-01-25	13900	A
USGS	01184000	2012-01-26	15700	A
USGS	01184000	2012-01-27	19100	A
USGS	01184000	2012-01-28	28900	A
USGS	01184000	2012-01-29	32300	A
USGS	01184000	2012-01-30	26000	A
USGS	01184000	2012-01-31	24400	A
USGS	01184000	2012-02-01	23500	A
USGS	01184000	2012-02-02	18800	A
USGS	01184000	2012-02-03	20100	A
USGS	01184000	2012-02-04	19600	A
USGS	01184000	2012-02-05	18800	A
USGS	01184000	2012-02-06	17400	A
USGS	01184000	2012-02-07	14700	A
USGS	01184000	2012-02-08	16400	A
USGS	01184000	2012-02-09	14700	A
USGS	01184000	2012-02-10	11400	A
USGS	01184000	2012-02-11	10700	A
USGS	01184000	2012-02-12	14000	A
USGS	01184000	2012-02-13	12600	A
USGS	01184000	2012-02-14	12100	A
USGS	01184000	2012-02-15	9410	A
USGS	01184000	2012-02-16	11600	A
USGS	01184000	2012-02-17	12500	A
USGS	01184000	2012-02-18	10200	A
USGS	01184000	2012-02-19	11600	A
USGS	01184000	2012-02-20	10400	A
USGS	01184000	2012-02-21	11300	A
USGS	01184000	2012-02-22	11700	A
USGS	01184000	2012-02-23	10000	A
USGS	01184000	2012-02-24	9940	A
USGS	01184000	2012-02-25	14300	A
USGS	01184000	2012-02-26	14400	A
USGS	01184000	2012-02-27	11600	A
USGS	01184000	2012-02-28	11400	A
USGS	01184000	2012-02-29	9730	A
USGS	01184000	2012-03-01	11500	A
USGS	01184000	2012-03-02	11200	A
USGS	01184000	2012-03-03	12400	A
USGS	01184000	2012-03-04	11800	A
USGS	01184000	2012-03-05	9990	A
USGS	01184000	2012-03-06	11600	A
USGS	01184000	2012-03-07	10400	A
USGS	01184000	2012-03-08	10500	A
USGS	01184000	2012-03-09	16000	A
USGS	01184000	2012-03-10	30500	A
USGS	01184000	2012-03-11	27200	A
USGS	01184000	2012-03-12	20200	A
USGS	01184000	2012-03-13	18300	A
USGS	01184000	2012-03-14	28100	A
USGS	01184000	2012-03-15	35900	A
USGS	01184000	2012-03-16	33600	A
USGS	01184000	2012-03-17	31500	A
USGS	01184000	2012-03-18	31800	A
USGS	01184000	2012-03-19	34700	A
USGS	01184000	2012-03-20	37800	A
USGS	01184000	2012-03-21	37300	A
USGS	01184000	2012-03-22	37300	A
USGS	01184000	2012-03-23	36300	A
USGS	01184000	2012-03-24	31400	A
USGS	01184000	2012-03-25	29000	A
USGS	01184000	2012-03-26	26300	A
USGS	01184000	2012-03-27	21900	A
USGS	01184000	2012-03-28	19300	A
USGS	01184000	2012-03-29	19300	A
USGS	01184000	2012-03-30	17600	A
USGS	01184000	2012-03-31	15200	A
USGS	01184000	2012-04-01	15500	A
USGS	01184000	2012-04-02	12800	A
USGS	01184000	2012-04-03	12300	A
USGS	01184000	2012-04-04	13500	A
USGS	01184000	2012-04-05	10100	A
USGS	01184000	2012-04-06	8520	A
USGS	01184000	2012-04-07	12300	A
USGS	01184000	2012-04-08	11500	A
USGS	01184000	2012-04-09	8780	A
USGS	01184000	2012-04-10	10000	A
USGS	01184000	2012-04-11	9960	A
USGS	01184000	2012-04-12	10800	A
USGS	01184000	2012-04-13	9430	A
USGS	01184000	2012-04-14	9730	A
USGS	01184000	2012-04-15	8360	A
USGS	01184000	2012-04-16	8270	A
USGS	01184000	2012-04-17	10800	A
USGS	01184000	2012-04-18	10100	A
USGS	01184000	2012-04-19	7400	A
USGS	01184000	2012-04-20	9000	A
USGS	01184000	2012-04-21	8260	A
USGS	01184000	2012-04-22	7370	A
USGS	01184000	2012-04-23	22200	A
USGS	01184000	2012-04-24	43600	A
USGS	01184000	2012-04-25	43900	A
USGS	01184000	2012-04-26	29200	A
USGS	01184000	2012-04-27	23100	A
USGS	01184000	2012-04-28	21700	A
USGS	01184000	2012-04-29	22600	A
USGS	01184000	2012-04-30	19700	A
USGS	01184000	2012-05-01	20300	A
USGS	01184000	2012-05-02	18200	A
USGS	01184000	2012-05-03	19200	A
USGS	01184000	2012-05-04	21700	A
USGS	01184000	2012-05-05	20600	A
USGS	01184000	2012-05-06	23100	A
USGS	01184000	2012-05-07	21200	A
USGS	01184000	2012-05-08	20000	A
USGS	01184000	2012-05-09	26500	A
USGS	01184000	2012-05-10	42900	A
USGS	01184000	2012-05-11	40700	A
USGS	01184000	2012-05-12	38800	A
USGS	01184000	2012-05-13	33000	A
USGS	01184000	2012-05-14	28100	A
USGS	01184000	2012-05-15	26000	A
USGS	01184000	2012-05-16	30400	A
USGS	01184000	2012-05-17	35200	A
USGS	01184000	2012-05-18	33900	A
USGS	01184000	2012-05-19	28800	A
USGS	01184000	2012-05-20	24100	A
USGS	01184000	2012-05-21	20000	A
USGS	01184000	2012-05-22	18400	A
USGS	01184000	2012-05-23	17600	A
USGS	01184000	2012-05-24	14500	A
USGS	01184000	2012-05-25	13100	A
USGS	01184000	2012-05-26	10700	A
USGS	01184000	2012-05-27	13500	A
USGS	01184000	2012-05-28	11000	A
USGS	01184000	2012-05-29	13200	A
USGS	01184000	2012-05-30	15700	A
USGS	01184000	2012-05-31	31300	A
USGS	01184000	2012-06-01	28100	A
USGS	01184000	2012-06-02	22600	A
USGS	01184000	2012-06-03	31100	A
USGS	01184000	2012-06-04	35600	A
USGS	01184000	2012-06-05	34000	A
USGS	01184000	2012-06-06	32200	A
USGS	01184000	2012-06-07	30200	A
USGS	01184000	2012-06-08	24100	A
USGS	01184000	2012-06-09	19200	A
USGS	01184000	2012-06-10	17600	A
USGS	01184000	2012-06-11	17700	A
USGS	01184000	2012-06-12	16500	A
USGS	01184000	2012-06-13	15100	A
USGS	01184000	2012-06-14	15600	A
USGS	01184000	2012-06-15	14100	A
USGS	01184000	2012-06-16	12600	A
USGS	01184000	2012-06-17	11300	A
USGS	01184000	2012-06-18	11700	A
USGS	01184000	2012-06-19	8520	A
USGS	01184000	2012-06-20	8040	A
USGS	01184000	2012-06-21	8080	A
USGS	01184000	2012-06-22	8940	A
USGS	01184000	2012-06-23	7860	A
USGS	01184000	2012-06-24	5660	A
USGS	01184000	2012-06-25	5070	A
USGS	01184000	2012-06-26	8330	A
USGS	01184000	2012-06-27	10400	A
USGS	01184000	2012-06-28	7220	A
USGS	01184000	2012-06-29	9630	A
USGS	01184000	2012-06-30	11400	A
USGS	01184000	2012-07-01	10400	A
USGS	01184000	2012-07-02	8310	A
USGS	01184000	2012-07-03	7350	A
USGS	01184000	2012-07-04	6560	A
USGS	01184000	2012-07-05	4560	A
USGS	01184000	2012-07-06	8380	A
USGS	01184000	2012-07-07	8540	A
USGS	01184000	2012-07-08	5310	A
USGS	01184000	2012-07-09	6100	A
USGS	01184000	2012-07-10	6390	A
USGS	01184000	2012-07-11	4290	A
USGS	01184000	2012-07-12	3090	A
USGS	01184000	2012-07-13	3760	A
USGS	01184000	2012-07-14	3660	A
USGS	01184000	2012-07-15	3460	A
USGS	01184000	2012-07-16	5340	A
USGS	01184000	2012-07-17	3540	A
USGS	01184000	2012-07-18	3870	A
USGS	01184000	2012-07-19	4920	A
USGS	01184000	2012-07-20	2910	A
USGS	01184000	2012-07-21	2910	A
USGS	01184000	2012-07-22	2870	A
USGS	01184000	2012-07-23	2880	A
USGS	01184000	2012-07-24	4800	A
USGS	01184000	2012-07-25	5480	A
USGS	01184000	2012-07-26	5240	A
USGS	01184000	2012-07-27	6130	A
USGS	01184000	2012-07-28	4430	A
USGS	01184000	2012-07-29	4480	A
USGS	01184000	2012-07-30	3380	A
USGS	01184000	2012-07-31	4440	A
USGS	01184000	2012-08-01	3990	A
USGS	01184000	2012-08-02	4490	A
USGS	01184000	2012-08-03	4740	A
USGS	01184000	2012-08-04	3030	A
USGS	01184000	2012-08-05	3770	A
USGS	01184000	2012-08-06	3810	A
USGS	01184000	2012-08-07	4040	A
USGS	01184000	2012-08-08	2560	A
USGS	01184000	2012-08-09	2840	A
USGS	01184000	2012-08-10	5440	A
USGS	01184000	2012-08-11	9960	A
USGS	01184000	2012-08-12	9670	A
USGS	01184000	2012-08-13	10600	A
USGS	01184000	2012-08-14	9490	A
USGS	01184000	2012-08-15	8370	A
USGS	01184000	2012-08-16	4910	A
USGS	01184000	2012-08-17	4860	A
USGS	01184000	2012-08-18	4560	A
USGS	01184000	2012-08-19	3410	A
USGS	01184000	2012-08-20	3160	A
USGS	01184000	2012-08-21	5350	A
USGS	01184000	2012-08-22	4180	A
USGS	01184000	2012-08-23	3640	A
USGS	01184000	2012-08-24	3380	A
USGS	01184000	2012-08-25	3980	A
USGS	01184000	2012-08-26	3620	A
USGS	01184000	2012-08-27	2310	A
USGS	01184000	2012-08-28	4780	A
USGS	01184000	2012-08-29	5430	A
USGS	01184000	2012-08-30	2590	A
USGS	01184000	2012-08-31	2340	A
USGS	01184000	2012-09-01	2410	A
USGS	01184000	2012-09-02	3330	A
USGS	01184000	2012-09-03	2560	A
USGS	01184000	2012-09-04	3060	A
USGS	01184000	2012-09-05	6800	A
USGS	01184000	2012-09-06	8170	A
USGS	01184000	2012-09-07	6280	A
USGS	01184000	2012-09-08	7850	A
USGS	01184000	2012-09-09	8190	A
USGS	01184000	2012-09-10	6440	A
USGS	01184000	2012-09-11	4770	A
USGS	01184000	2012-09-12	2960	A
USGS	01184000	2012-09-13	2520	A
USGS	01184000	2012-09-14	4210	A
USGS	01184000	2012-09-15	3490	A
USGS	01184000	2012-09-16	3060	A
USGS	01184000	2012-09-17	2730	A
USGS	01184000	2012-09-18	3910	A
USGS	01184000	2012-09-19	13400	A
USGS	01184000	2012-09-20	12800	A
USGS	01184000	2012-09-21	6800	A
USGS	01184000	2012-09-22	5020	A
USGS	01184000	2012-09-23	7400	A
USGS	01184000	2012-09-24	6040	A
USGS	01184000	2012-09-25	6350	A
USGS	01184000	2012-09-26	3780	A
USGS	01184000	2012-09-27	5410	A
USGS	01184000	2012-09-28	5400	A
USGS	01184000	2012-09-29	6390	A
USGS	01184000	2012-09-30	8680	A
USGS	01184000	2012-10-01	7910	A
USGS	01184000	2012-10-02	7980	A
USGS	01184000	2012-10-03	12100	A
USGS	01184000	2012-10-04	10300	A
USGS	01184000	2012-10-05	8900	A
USGS	01184000	2012-10-06	7960	A
USGS	01184000	2012-10-07	5970	A
USGS	01184000	2012-10-08	8610	A
USGS	01184000	2012-10-09	8860	A
USGS	01184000	2012-10-10	7690	A
USGS	01184000	2012-10-11	7860	A
USGS	01184000	2012-10-12	8320	A
USGS	01184000	2012-10-13	10400	A
USGS	01184000	2012-10-14	11400	A
USGS	01184000	2012-10-15	9940	A
USGS	01184000	2012-10-16	12900	A
USGS	01184000	2012-10-17	12000	A
USGS	01184000	2012-10-18	11100	A
USGS	01184000	2012-10-19	9430	A
USGS	01184000	2012-10-20	20300	A
USGS	01184000	2012-10-21	25200	A
USGS	01184000	2012-10-22	21300	A
USGS	01184000	2012-10-23	15400	A
USGS	01184000	2012-10-24	14200	A
USGS	01184000	2012-10-25	10500	A
USGS	01184000	2012-10-26	8580	A
USGS	01184000	2012-10-27	12000	A
USGS	01184000	2012-10-28	13600	A
USGS	01184000	2012-10-29	12300	A
USGS	01184000	2012-10-30	14200	A
USGS	01184000	2012-10-31	29200	A
USGS	01184000	2012-11-01	39100	A
USGS	01184000	2012-11-02	35400	A
USGS	01184000	2012-11-03	25700	A
USGS	01184000	2012-11-04	18800	A
USGS	01184000	2012-11-05	16700	A
USGS	01184000	2012-11-06	15900	A
USGS	01184000	2012-11-07	15700	A
USGS	01184000	2012-11-08	12900	A
USGS	01184000	2012-11-09	11700	A
USGS	01184000	2012-11-10	10300	A
USGS	01184000	2012-11-11	8880	A
USGS	01184000	2012-11-12	9680	A
USGS	01184000	2012-11-13	8550	A
USGS	01184000	2012-11-14	11000	A
USGS	01184000	2012-11-15	12700	A
USGS	01184000	2012-11-16	14500	A
USGS	01184000	2012-11-17	9720	A
USGS	01184000	2012-11-18	7700	A
USGS	01184000	2012-11-19	8120	A
USGS	01184000	2012-11-20	10000	A
USGS	01184000	2012-11-21	9920	A
USGS	01184000	2012-11-22	6960	A
USGS	01184000	2012-11-23	5860	A
USGS	01184000	2012-11-24	7860	A
USGS	01184000	2012-11-25	6700	A
USGS	01184000	2012-11-26	8260	A
USGS	01184000	2012-11-27	8390	A
USGS	01184000	2012-11-28	10100	A
USGS	01184000	2012-11-29	9050	A
USGS	01184000	2012-11-30	7350	A
USGS	01184000	2012-12-01	4970	A
USGS	01184000	2012-12-02	4620	A
USGS	01184000	2012-12-03	6480	A
USGS	01184000	2012-12-04	7680	A
USGS	01184000	2012-12-05	8160	A
USGS	01184000	2012-12-06	9700	A
USGS	01184000	2012-12-07	12000	A
USGS	01184000	2012-12-08	13900	A
USGS	01184000	2012-12-09	9870	A
USGS	01184000	2012-12-10	13400	A
USGS	01184000	2012-12-11	15900	A
USGS	01184000	2012-12-12	17800	A
USGS	01184000	2012-12-13	19500	A
USGS	01184000	2012-12-14	17700	A
USGS	01184000	2012-12-15	12700	A
USGS	01184000	2012-12-16	10900	A
USGS	01184000	2012-12-17	12100	A
USGS	01184000	2012-12-18	13300	A
USGS	01184000	2012-12-19	15700	A
USGS	01184000	2012-12-20	21400	A
USGS	01184000	2012-12-21	23600	A
USGS	01184000	2012-12-22	35300	A
USGS	01184000	2012-12-23	39400	A
USGS	01184000	2012-12-24	34800	A
USGS	01184000	2012-12-25	27400	A
USGS	01184000	2012-12-26	21400	A
USGS	01184000	2012-12-27	17700	A
USGS	01184000	2012-12-28	17700	A
USGS	01184000	2012-12-29	16600	A
USGS	01184000	2012-12-30	14400	A
USGS	01184000	2012-12-31	13500	A
USGS	01184000	2013-01-01	13100	A
USGS	01184000	2013-01-02	14300	A
USGS	01184000	2013-01-03	14600	A
USGS	01184000	2013-01-04	11200	A
USGS	01184000	2013-01-05	9870	A
USGS	01184000	2013-01-06	9980	A
USGS	01184000	2013-01-07	11500	A
USGS	01184000	2013-01-08	12000	A
USGS	01184000	2013-01-09	11300	A
USGS	01184000	2013-01-10	8470	A
USGS	01184000	2013-01-11	9850	A
USGS	01184000	2013-01-12	10300	A
USGS	01184000	2013-01-13	12100	A
USGS	01184000	2013-01-14	12800	A
USGS	01184000	2013-01-15	16800	A
USGS	01184000	2013-01-16	21300	A
USGS	01184000	2013-01-17	20400	A
USGS	01184000	2013-01-18	17000	A
USGS	01184000	2013-01-19	14200	A
USGS	01184000	2013-01-20	11800	A
USGS	01184000	2013-01-21	13100	A
USGS	01184000	2013-01-22	15300	A
USGS	01184000	2013-01-23	14400	A
USGS	01184000	2013-01-24	13000	A
USGS	01184000	2013-01-25	14000	A
USGS	01184000	2013-01-26	10500	A
USGS	01184000	2013-01-27	9240	A
USGS	01184000	2013-01-28	8700	A
USGS	01184000	2013-01-29	9450	A
USGS	01184000	2013-01-30	8390	A
USGS	01184000	2013-01-31	13500	A
USGS	01184000	2013-02-01	33800	A
USGS	01184000	2013-02-02	38300	A
USGS	01184000	2013-02-03	29700	A
USGS	01184000	2013-02-04	23900	A
USGS	01184000	2013-02-05	20800	A
USGS	01184000	2013-02-06	20300	A
USGS	01184000	2013-02-07	17400	A
USGS	01184000	2013-02-08	17100	A
USGS	01184000	2013-02-09	13000	A
USGS	01184000	2013-02-10	11000	A
USGS	01184000	2013-02-11	15200	A
USGS	01184000	2013-02-12	16700	A
USGS	01184000	2013-02-13	15100	A
USGS	01184000	2013-02-14	14600	A
USGS	01184000	2013-02-15	13100	A
USGS	01184000	2013-02-16	12300	A
USGS	01184000	2013-02-17	11700	A
USGS	01184000	2013-02-18	12200	A
USGS	01184000	2013-02-19	13200	A
USGS	01184000	2013-02-20	10400	A
USGS	01184000	2013-02-21	10300	A
USGS	01184000	2013-02-22	10400	A
USGS	01184000	2013-02-23	9560	A
USGS	01184000	2013-02-24	7590	A
USGS	01184000	2013-02-25	9940	A
USGS	01184000	2013-02-26	9700	A
USGS	01184000	2013-02-27	10500	A
USGS	01184000	2013-02-28	15500	A
USGS	01184000	2013-03-01	15200	A
USGS	01184000	2013-03-02	16100	A
USGS	01184000	2013-03-03	13800	A
USGS	01184000	2013-03-04	14000	A
USGS	01184000	2013-03-05	12100	A
USGS	01184000	2013-03-06	9810	A
USGS	01184000	2013-03-07	9470	A
USGS	01184000	2013-03-08	11800	A
USGS	01184000	2013-03-09	10100	A
USGS	01184000	2013-03-10	10800	A
USGS	01184000	2013-03-11	11400	A
USGS	01184000	2013-03-12	14800	A
USGS	01184000	2013-03-13	31200	A
USGS	01184000	2013-03-14	54500	A
USGS	01184000	2013-03-15	48600	A
USGS	01184000	2013-03-16	35100	A
USGS	01184000	2013-03-17	27500	A
USGS	01184000	2013-03-18	25400	A
USGS	01184000	2013-03-19	22800	A
USGS	01184000	2013-03-20	21600	A
USGS	01184000	2013-03-21	19200	A
USGS	01184000	2013-03-22	17800	A
USGS	01184000	2013-03-23	15500	A
USGS	01184000	2013-03-24	14300	A
USGS	01184000	2013-03-25	14200	A
USGS	01184000	2013-03-26	16000	A
USGS	01184000	2013-03-27	14000	A
USGS	01184000	2013-03-28	13800	A
USGS	01184000	2013-03-29	16400	A
USGS	01184000	2013-03-30	17800	A
USGS	01184000	2013-03-31	18400	A
USGS	01184000	2013-04-01	23400	A
USGS	01184000	2013-04-02	29800	A
USGS	01184000	2013-04-03	32500	A
USGS	01184000	2013-04-04	26600	A
USGS	01184000	2013-04-05	23800	A
USGS	01184000	2013-04-06	20900	A
USGS	01184000	2013-04-07	21500	A
USGS	01184000	2013-04-08	21200	A
USGS	01184000	2013-04-09	23900	A
USGS	01184000	2013-04-10	35200	A
USGS	01184000	2013-04-11	49500	A
USGS	01184000	2013-04-12	57200	A
USGS	01184000	2013-04-13	48000	A
USGS	01184000	2013-04-14	42200	A
USGS	01184000	2013-04-15	40300	A
USGS	01184000	2013-04-16	36100	A
USGS	01184000	2013-04-17	36900	A
USGS	01184000	2013-04-18	40000	A
USGS	01184000	2013-04-19	40700	A
USGS	01184000	2013-04-20	41300	A
USGS	01184000	2013-04-21	55200	A
USGS	01184000	2013-04-22	52100	A
USGS	01184000	2013-04-23	41400	A
USGS	01184000	2013-04-24	35900	A
USGS	01184000	2013-04-25	26200	A
USGS	01184000	2013-04-26	23300	A
USGS	01184000	2013-04-27	22500	A
USGS	01184000	2013-04-28	19700	A
USGS	01184000	2013-04-29	17000	A
USGS	01184000	2013-04-30	16400	A
USGS	01184000	2013-05-01	14500	A
USGS	01184000	2013-05-02	14500	A
USGS	01184000	2013-05-03	12700	A
USGS	01184000	2013-05-04	11100	A
USGS	01184000	2013-05-05	10100	A
USGS	01184000	2013-05-06	10900	A
USGS	01184000	2013-05-07	11600	A
USGS	01184000	2013-05-08	10100	A
USGS	01184000	2013-05-09	10100	A
USGS	01184000	2013-05-10	12600	A
USGS	01184000	2013-05-11	14000	A
USGS	01184000	2013-05-12	16400	A
USGS	01184000	2013-05-13	13700	A
USGS	01184000	2013-05-14	14700	A
USGS	01184000	2013-05-15	13400	A
USGS	01184000	2013-05-16	13900	A
USGS	01184000	2013-05-17	10400	A
USGS	01184000	2013-05-18	9050	A
USGS	01184000	2013-05-19	8050	A
USGS	01184000	2013-05-20	8320	A
USGS	01184000	2013-05-21	10800	A
USGS	01184000	2013-05-22	11700	A
USGS	01184000	2013-05-23	25400	A
USGS	01184000	2013-05-24	39200	A
USGS	01184000	2013-05-25	43500	A
USGS	01184000	2013-05-26	53900	A
USGS	01184000	2013-05-27	63300	A
USGS	01184000	2013-05-28	58600	A
USGS	01184000	2013-05-29	51500	A
USGS	01184000	2013-05-30	48200	A
USGS	01184000	2013-05-31	39500	A
USGS	01184000	2013-06-01	29700	A
USGS	01184000	2013-06-02	23900	A
USGS	01184000	2013-06-03	22900	A
USGS	01184000	2013-06-04	22500	A
USGS	01184000	2013-06-05	22200	A
USGS	01184000	2013-06-06	20500	A
USGS	01184000	2013-06-07	19000	A
USGS	01184000	2013-06-08	31700	A
USGS	01184000	2013-06-09	40100	A
USGS	01184000	2013-06-10	38100	A
USGS	01184000	2013-06-11	40600	A
USGS	01184000	2013-06-12	56400	A
USGS	01184000	2013-06-13	67300	A
USGS	01184000	2013-06-14	72500	A
USGS	01184000	2013-06-15	64800	A
USGS	01184000	2013-06-16	46200	A
USGS	01184000	2013-06-17	35500	A
USGS	01184000	2013-06-18	28500	A
USGS	01184000	2013-06-19	29400	A
